GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,1992_count,1992_sum,1992_mean,1992_media,1992_stdev,1992_min,1992_max,1992_range,1992_minor,1992_major,1992_varie,1992_varia,1993_count,1993_sum,1993_mean,1993_media,1993_stdev,1993_min,1993_max,1993_range,1993_minor,1993_major,1993_varie,1993_varia,1994_count,1994_sum,1994_mean,1994_media,1994_stdev,1994_min,1994_max,1994_range,1994_minor,1994_major,1994_varie,1994_varia,1995_count,1995_sum,1995_mean,1995_media,1995_stdev,1995_min,1995_max,1995_range,1995_minor,1995_major,1995_varie,1995_varia,1996_count,1996_sum,1996_mean,1996_media,1996_stdev,1996_min,1996_max,1996_range,1996_minor,1996_major,1996_varie,1996_varia,1997_count,1997_sum,1997_mean,1997_media,1997_stdev,1997_min,1997_max,1997_range,1997_minor,1997_major,1997_varie,1997_varia,1998_count,1998_sum,1998_mean,1998_media,1998_stdev,1998_min,1998_max,1998_range,1998_minor,1998_major,1998_varie,1998_varia,1999_count,1999_sum,1999_mean,1999_media,1999_stdev,1999_min,1999_max,1999_range,1999_minor,1999_major,1999_varie,1999_varia,2000_count,2000_sum,2000_mean,2000_media,2000_stdev,2000_min,2000_max,2000_range,2000_minor,2000_major,2000_varie,2000_varia,2001_count,2001_sum,2001_mean,2001_media,2001_stdev,2001_min,2001_max,2001_range,2001_minor,2001_major,2001_varie,2001_varia,2002_count,2002_sum,2002_mean,2002_media,2002_stdev,2002_min,2002_max,2002_range,2002_minor,2002_major,2002_varie,2002_varia,2003_count,2003_sum,2003_mean,2003_media,2003_stdev,2003_min,2003_max,2003_range,2003_minor,2003_major,2003_varie,2003_varia,2004_count,2004_sum,2004_mean,2004_media,2004_stdev,2004_min,2004_max,2004_range,2004_minor,2004_major,2004_varie,2004_varia,2005_count,2005_sum,2005_mean,2005_media,2005_stdev,2005_min,2005_max,2005_range,2005_minor,2005_major,2005_varie,2005_varia,2006_count,2006_sum,2006_mean,2006_media,2006_stdev,2006_min,2006_max,2006_range,2006_minor,2006_major,2006_varie,2006_varia,2007_count,2007_sum,2007_mean,2007_media,2007_stdev,2007_min,2007_max,2007_range,2007_minor,2007_major,2007_varie,2007_varia,2008_count,2008_sum,2008_mean,2008_media,2008_stdev,2008_min,2008_max,2008_range,2008_minor,2008_major,2008_varie,2008_varia,2009_count,2009_sum,2009_mean,2009_media,2009_stdev,2009_min,2009_max,2009_range,2009_minor,2009_major,2009_varie,2009_varia,2010_count,2010_sum,2010_mean,2010_media,2010_stdev,2010_min,2010_max,2010_range,2010_minor,2010_major,2010_varie,2010_varia,2011_count,2011_sum,2011_mean,2011_media,2011_stdev,2011_min,2011_max,2011_range,2011_minor,2011_major,2011_varie,2011_varia,2012_count,2012_sum,2012_mean,2012_media,2012_stdev,2012_min,2012_max,2012_range,2012_minor,2012_major,2012_varie,2012_varia,2013_count,2013_sum,2013_mean,2013_media,2013_stdev,2013_min,2013_max,2013_range,2013_minor,2013_major,2013_varie,2013_varia
TUN,Tunisia,TUN.12_1,Mahdia,Al Madīyah|Al Mahdiyya|Mahdiâh,,Wilayat,Governorate,,TN.MH,4193,24383,5.81516813737181,4,4.81847335794063,2,53,51,25,4,49,23.2176855011836,4193,22222,5.29978535654663,4,5.09813473479315,2,54,52,45,3,46,25.9909777741044,4193,24962,5.95325542570952,4,5.79581084402504,2,55,53,44,3,53,33.5914233397182,4193,29286,6.98449797281183,5,6.82303292455677,3,58,55,48,4,54,46.5537782895857,4193,30764,7.33699022179824,5,7.01095923847095,3,60,57,52,4,57,49.1535494435011,4193,25470,6.07440973050322,4,6.15769368747675,2,58,56,45,4,56,37.917191548791,4193,24039,5.73312663963749,4,5.8904533497292,2,58,56,33,3,54,34.697440665336,4193,26527,6.32649654185547,5,6.03977645699056,2,57,55,39,4,53,36.4788996504174,4193,36097,8.60887192940615,6,7.01241701267836,3,60,57,55,5,56,49.1739923597009,4193,35346,8.42976389220129,6,6.79581185587185,3,60,57,44,5,56,46.1830587804085,4193,36136,8.61817314571906,6,7.0723779410849,3,59,56,50,5,54,50.0185297415444,4193,23363,5.57190555688052,4,5.70418255829728,2,58,56,33,3,51,32.5376986583829,4193,34689,8.27307417123778,6,6.66399694271747,3,62,59,44,5,59,44.4088552525478,4193,27091,6.4610064393036,5,5.46706799586935,2,58,56,41,4,53,29.8888324714589,4193,35448,8.45409015025042,7,6.19454481690568,3,57,54,37,5,53,38.3723854886531,4193,36223,8.63892201287861,7,6.58412200035066,3,60,57,39,6,54,43.3506625155015,4193,32974,7.86405914619604,6,6.21835204452223,3,58,55,46,5,52,38.6679021496138,4193,32538,7.76007631767231,6,6.84008047296225,2,61,59,51,4,57,46.7867008765995,4193,47020,11.2139279751968,8,8.72136870143065,3,63,60,50,6,61,76.0622720262942,4193,37970,9.05556880515144,7,7.6004451598134,3,62,59,38,5,59,57.766766627331,4193,43134,10.2871452420701,8,8.10890982718338,3,63,60,3,6,61,65.7544185853911,4193,42885,10.2277605533031,7,8.43076895504126,3,63,60,54,6,61,71.0778651732875
TUN,Tunisia,TUN.13_1,Manubah,,,Wilayat,Governorate,,TN.MN,1473,10082,6.84453496266124,4,6.50747121442354,2,55,53,29,4,43,42.347181606551,1473,9297,6.31160896130346,4,6.55593570213984,2,57,55,30,3,43,42.9802929305918,1473,10497,7.12627291242362,4,7.88101059915616,2,59,57,39,3,49,62.1103280640118,1473,11549,7.84046164290563,5,7.97039278995241,3,60,57,41,4,50,63.5271612261254,1473,11201,7.60420909708079,5,7.89115766214808,2,59,57,33,3,51,62.2703692488784,1473,9097,6.17583163611677,4,6.28889578443939,2,57,55,33,3,44,39.5502101875396,1473,8681,5.89341479972845,4,6.43745121053004,2,57,55,28,3,46,41.4407780879547,1473,10012,6.79701289884589,4,6.79764279941824,2,59,57,27,3,43,46.2079476284826,1473,13321,9.04344874405974,6,8.69179679278229,3,61,58,33,4,50,75.5473314870204,1473,13777,9.3530210454854,6,8.86001985535602,3,61,58,47,4,48,78.499951837303,1473,14012,9.51255940257977,6,8.70782504456906,3,60,57,36,4,53,75.8262170068242,1473,9277,6.29803122878479,4,6.94807451779234,2,57,55,28,2,46,48.2757395047952,1473,13122,8.90835030549898,6,8.79473347666014,3,61,58,35,4,49,77.3473369254866,1473,10569,7.17515274949084,5,7.01084460081108,2,60,58,27,3,47,49.1519420167219,1473,12072,8.19551934826884,5,7.40734532182075,3,60,57,37,3,44,54.8687647166998,1473,13945,9.46707399864223,6,8.66055399958481,3,61,58,40,4,49,75.0051955797245,1473,13357,9.06788866259335,6,8.40914104886634,3,61,58,39,4,50,70.7136531797288,1473,12904,8.76035302104549,5,8.40684768476628,2,59,57,33,3,49,70.6750879948602,1473,19383,13.1588594704684,8,11.3553605742167,4,63,59,48,5,57,128.944213770475,1473,15645,10.6211812627291,6,10.1019453654263,3,62,59,42,4,57,102.049300166058,1473,17768,12.0624575695859,8,10.5555863500428,3,63,60,40,5,55,111.42040319321,1473,18115,12.2980312287848,7,11.4609690457124,3,63,60,50,4,60,131.353811466777
TUN,Tunisia,TUN.14_1,Médenine,Madanīyīn|Madanīn|Medenin,,Wilayat,Governorate,,TN.ME,12040,56901,4.72599667774086,3,5.89544183855207,2,60,58,58,3,59,34.7562344717502,12040,46276,3.84352159468438,3,5.27752391701982,2,60,58,55,2,56,27.8522586947163,12040,49727,4.13014950166113,3,6.09080686090539,2,60,58,56,3,59,37.0979282168522,12040,58765,4.88081395348837,3,6.74687061717165,2,62,60,49,3,61,45.5202631248541,12040,58476,4.85681063122924,3,6.88120086729776,2,61,59,61,3,60,47.3509253760994,12040,48697,4.04460132890365,2,6.48574368801108,1,62,61,1,2,62,42.0648711865756,12040,44761,3.71769102990033,2,6.13900058832662,1,60,59,1,2,60,37.6873282234746,12040,48338,4.01478405315615,2,6.51840843622174,1,62,61,1,2,62,42.4896485414068,12040,68111,5.65705980066445,4,7.55689933556435,3,63,60,47,3,61,57.106727567853,12040,66201,5.4984219269103,3,7.4803062035179,3,63,60,59,3,61,55.9549808983884,12040,67096,5.57275747508306,3,7.70001437011556,3,62,59,43,3,60,59.2902212999861,12040,46730,3.8812292358804,2,6.50599109157577,2,61,59,61,2,60,42.3279200836633,12040,64799,5.38197674418605,3,7.93459711065585,2,63,61,63,3,62,62.9578313084281,12040,52561,4.36553156146179,2,6.82314737976162,2,60,58,43,2,59,46.5553401659479,12040,66380,5.51328903654485,3,7.4183029562256,2,60,58,59,3,59,55.0312187503454,12040,67685,5.62167774086379,3,7.7394110605345,2,63,61,63,3,62,59.8984835639238,12040,63551,5.27832225913621,3,7.4681735688379,2,63,61,63,3,62,55.773616454289,12040,62782,5.21445182724252,3,7.81520520144553,2,62,60,55,3,61,61.0774323407013,12040,89172,7.4063122923588,4,10.0578489550933,3,63,60,49,4,61,101.160325603471,12040,73694,6.12076411960133,3,8.79214770179295,2,63,61,57,3,62,77.301861210143,12040,81957,6.80705980066445,4,9.03549111343012,3,63,60,54,4,61,81.6400996608747,12040,81413,6.76187707641196,4,9.2521358833241,3,63,60,58,4,61,85.6020184034933
TUN,Tunisia,TUN.15_1,Monastir,Al Munastīr,,Wilayat,Governorate,,TN.MS,1414,19054,13.4752475247525,8,12.1400547379561,2,60,58,2,5,59,147.38092904057,1414,18356,12.981612446959,7,12.6522278598943,2,63,61,60,4,61,160.078869818685,1414,19800,14.002828854314,8,12.9522567071553,2,59,57,37,4,58,167.76095380805,1414,23150,16.3719943422914,10,14.9146162748207,2,63,61,2,5,62,222.445778625146,1414,23684,16.7496463932107,10,15.1818625228527,2,62,60,2,5,61,230.488949662798,1414,20253,14.3231966053748,8,14.2263302301925,2,63,61,63,4,62,202.388471818489,1414,18713,13.2340876944837,7,13.4735194470242,2,61,59,59,4,60,181.535726289339,1414,20257,14.3260254596888,8,13.84192180795,2,60,58,60,4,58,191.598799337401,1414,28484,20.1442715700141,12,16.4992942414687,3,62,59,62,6,60,272.226710466561,1414,28576,20.2093352192362,12,16.3939314326467,3,62,59,3,6,60,268.760987818321,1414,29033,20.532531824611,13,16.180776909577,3,61,58,3,6,59,261.817541397502,1414,21786,15.4073550212164,8,14.9931942011518,2,62,60,48,4,60,224.795872353451,1414,27874,19.7128712871287,12,16.6127672342275,2,63,61,2,5,62,275.984035178624,1414,22314,15.7807637906648,9,14.4632890585986,2,63,61,60,4,62,209.186730392579,1414,26113,18.467468175389,12,14.9532038435971,3,60,57,51,5,58,223.598305188167,1414,27935,19.7560113154173,13,16.0693956511728,3,62,59,53,5,60,258.225476593932,1414,26229,18.549504950495,12,15.3446044093392,2,62,60,2,5,61,235.456884479113,1414,27930,19.7524752475248,12,16.6024181180569,2,63,61,2,5,62,275.640287366785,1414,37144,26.2687411598303,19,18.3001819879356,3,63,60,3,8,61,334.896660791562,1414,31925,22.5777934936351,15,17.6167141028617,3,63,60,3,6,61,310.348615781965,1414,33439,23.6485148514851,16,17.4125479451295,3,63,60,3,8,61,303.196825941435,1414,34291,24.2510608203678,17,18.3102268787506,3,63,60,3,6,61,335.264408351322
TUN,Tunisia,TUN.16_1,Nabeul,Cap Bon|Nabil|Nābol|Nābul,,Wilayat,Governorate,,TN.NB,4139,37477,9.05460256100507,6,8.85476026621396,2,60,58,53,4,58,78.4067793721215,4139,32236,7.78835467504228,5,8.05961417778138,2,59,57,51,4,54,64.9573806946947,4139,35446,8.56390432471611,5,9.01385268911501,2,56,54,56,4,55,81.249540301066,4139,41803,10.099782556173,6,10.346868735618,2,62,60,2,5,61,107.057692632109,4139,39728,9.5984537327857,5,10.3132225135566,3,59,56,51,4,57,106.362558614132,4139,33774,8.15994201497946,5,9.01739370981053,2,59,57,57,4,58,81.3133893177305,4139,34602,8.35999033582991,5,9.74895828186011,2,60,58,57,4,59,95.0421875814488,4139,36604,8.84368204880406,5,10.2990775498472,2,60,58,60,4,59,106.070998377767,4139,49892,12.0541193525006,7,11.816711247946,3,62,59,62,6,60,139.634664717333,4139,49167,11.8789562696303,7,11.6900078453265,3,61,58,61,5,59,136.656283423795,4139,52615,12.7120077313361,8,12.1977417142362,3,60,57,54,5,58,148.784902927218,4139,36804,8.89200289925103,5,10.4779791325011,2,59,57,59,3,58,109.788046701128,4139,48224,11.6511234597729,7,12.0289999736574,2,62,60,2,5,61,144.69684036625,4139,41369,9.99492631070307,5,11.2559763026303,2,58,56,58,4,57,126.697002525374,4139,47327,11.4344044455182,7,11.6747926316805,2,60,58,2,5,59,136.300782992742,4139,52827,12.7632278328099,7,12.6093186746178,3,61,58,61,6,59,158.994917438066,4139,49508,11.9613433196424,7,12.2034359893894,2,61,59,2,5,60,148.923849947124,4139,46988,11.3525006040106,6,11.979211089945,2,62,60,62,5,61,143.50149833746,4139,64986,15.7008939357333,10,13.8742123461915,3,63,60,63,6,61,192.493768227212,4139,54211,13.0976081179029,8,13.195416102477,2,62,60,2,6,61,174.119006117509,4139,61048,14.7494563904325,9,13.711918746065,3,63,60,63,7,61,188.01671569869,4139,60223,14.5501328823387,8,14.3608144072325,3,63,60,46,7,61,206.232990438975
TUN,Tunisia,TUN.17_1,Sfax,Safāqis|Ṣafāqis|Ṣfāqis,,Wilayat,Governorate,,TN.SF,10242,58464,5.70826010544815,4,7.25615967784373,2,63,61,39,3,62,52.6518532703652,10242,49647,4.84739308728764,3,7.13559137453561,2,63,61,49,3,62,50.916664264347,10242,52855,5.1606131614919,3,7.61303412260689,2,62,60,46,3,61,57.9582885519769,10242,60357,5.89308728763913,4,8.40209435038406,2,63,61,43,3,62,70.5951894727558,10242,60557,5.91261472368678,4,8.28584471433787,2,63,61,44,3,61,68.6552226301208,10242,54103,5.28246436242921,3,8.15718835093124,2,63,61,49,3,62,66.5397217925683,10242,50340,4.91505565319274,3,8.11297462079379,2,63,61,50,2,62,65.8203571976442,10242,54422,5.31361062292521,3,8.19656175196143,2,63,61,40,3,62,67.183624553717,10242,74009,7.22603007225151,5,8.99989010533448,3,63,60,37,4,61,80.9980219080974,10242,72822,7.11013473930873,4,9.05068161678329,3,63,60,33,4,61,81.914837728379,10242,75272,7.3493458308924,4,9.50034707131281,3,63,60,47,4,61,90.2565944754019,10242,51577,5.03583284514743,3,8.47093108444385,2,63,61,58,2,62,71.7566734373971,10242,69091,6.74585041983987,4,9.25065611780714,2,63,61,57,3,61,85.5746386099227,10242,60606,5.91739894551845,3,9.07421353344339,2,63,61,43,3,62,82.3413512505272,10242,75350,7.35696153095099,4,9.65576698311947,2,63,61,51,4,62,93.2338360323001,10242,80442,7.85413005272408,4,10.7609250230619,2,63,61,2,4,62,115.79750735196,10242,74779,7.30121070103495,4,10.6598806996461,2,63,61,38,3,62,113.633056530687,10242,73238,7.15075180628783,4,10.5151216616349,2,63,61,52,3,62,110.567783558983,10242,100154,9.77875414958016,5,11.9509863477023,3,63,60,51,4,61,142.826074682966,10242,82462,8.05135715680531,4,10.9361150413825,2,63,61,59,4,62,119.598612198353,10242,93258,9.10544815465729,5,11.4048542578904,3,63,60,45,4,61,130.07070064372,10242,90720,8.85764499121265,5,11.5116509008616,3,63,60,37,4,61,132.518106463309
TUN,Tunisia,TUN.18_1,Sidi Bou Zid,Sīdī Bū Zayd|Qamudah|Sidi Boû Sa`îd|Sidi Buzid|Sidi Bū Sa`īd|Sīdī Bū Zayd|Sidi Bu Said,,Wilayat,Governorate,,TN.SZ,10485,39879,3.80343347639485,3,2.71725752362113,2,52,50,20,3,44,7.38348844967565,10485,32769,3.12532188841202,3,2.54810330012344,2,49,47,22,3,43,6.49283042809996,10485,33649,3.20925131139723,3,2.85325241924626,2,52,50,22,3,46,8.14104936793461,10485,39714,3.78769670958512,3,3.12024803795516,2,60,58,31,3,49,9.73594781836306,10485,39963,3.81144492131617,3,2.89998974903952,2,54,52,25,3,45,8.4099405445343,10485,32938,3.14144015259895,3,2.61566471169297,2,57,55,20,3,41,6.84170188399586,10485,30836,2.94096328087744,3,2.52243072720905,2,53,51,24,2,42,6.36265677356837,10485,34060,3.2484501669051,3,2.4167155007687,2,50,48,28,3,40,5.8405138116557,10485,48679,4.64272770624702,4,2.89382382114574,3,55,52,27,4,48,8.37421630783055,10485,48482,4.62393896041965,4,2.84460337592553,3,55,52,34,4,43,8.09176836632691,10485,46676,4.45169289461135,4,2.9830035535334,3,54,51,30,4,46,8.89831020039288,10485,30107,2.87143538388174,3,2.39488994408903,2,52,50,24,2,44,5.73549784429877,10485,45119,4.3031950405341,4,2.88632417369974,2,56,54,20,4,49,8.33086723568348,10485,37848,3.60972818311874,3,2.51763466069307,2,50,48,18,3,41,6.3384842847231,10485,51080,4.87172150691464,4,3.14043370199156,2,56,54,33,4,47,9.86232383660439,10485,52327,4.99065331425846,4,3.51538730838772,2,57,55,28,4,51,12.3579479279735,10485,46019,4.38903195040534,4,3.26198518118921,2,56,54,33,3,49,10.640547322298,10485,44664,4.25979971387697,4,3.2391016136659,2,53,51,34,3,46,10.491779263653,10485,64837,6.18378636146876,5,4.34291714141888,3,58,55,36,5,53,18.8609292972299,10485,53675,5.11921793037673,4,3.95659542557262,2,60,58,43,4,54,15.6546473616622,10485,61657,5.88049594659037,5,4.36631294552966,3,61,58,39,4,56,19.0646887382999,10485,61777,5.89194086790653,5,4.65218034630731,3,63,60,41,4,59,21.642781974568
TUN,Tunisia,TUN.19_1,Siliana,Siliānah|Silyānah,,Wilayat,Governorate,,TN.SL,6763,23588,3.48780127162502,3,1.56790897334875,2,34,32,16,3,27,2.45833854870752,6763,18889,2.79299127606092,3,1.59671164128887,2,31,29,16,3,25,2.54948806542739,6763,19886,2.94041106018039,3,1.91134985458835,2,36,34,20,3,26,3.6532582666349,6763,24788,3.66523732071566,3,2.32378674012033,2,39,37,25,3,30,5.39998481355909,6763,23910,3.53541327813101,3,2.48795021589735,2,47,45,26,3,37,6.18989627678366,6763,19660,2.90699393760166,3,2.19271504949841,2,46,44,18,3,35,4.80799928829682,6763,18039,2.66730740795505,2,2.1292496857217,1,40,39,18,2,35,4.53370422414593,6763,21057,3.11355907141801,3,2.09167345236063,2,43,41,20,3,32,4.37509783131022,6763,28450,4.2067129971906,4,2.62386524426074,3,44,41,25,4,37,6.8846688200395,6763,29048,4.29513529498743,4,2.57103458369951,3,42,39,29,4,34,6.61021883057892,6763,28574,4.22504805559663,4,2.69899233827724,3,46,43,33,4,37,7.28455964207923,6763,17595,2.60165606979151,2,2.17675477291754,2,38,36,18,2,33,4.73826134141929,6763,26225,3.8777169895017,3,2.80274342138789,2,47,45,23,3,36,7.85537068613309,6763,21769,3.21883779387846,3,2.27595419103233,2,39,37,22,3,34,5.17996747967765,6763,26614,3.93523584208192,3,2.96979802766563,2,46,44,35,3,38,8.81970032512666,6763,28643,4.23525062841934,4,3.23286017720474,2,48,46,32,3,44,10.4513849253562,6763,25451,3.76327073783824,3,2.99104080052817,2,48,46,30,3,41,8.9463250704242,6763,24853,3.6748484400414,3,2.80854381093905,2,42,40,27,3,37,7.88791833796407,6763,35802,5.29380452461925,4,3.92520659896186,3,48,45,34,4,44,15.4072468445337,6763,29109,4.30415496081621,4,3.4161196286728,2,47,45,2,3,41,11.6698733174036,6763,33732,4.9877273399379,4,3.58814115764781,3,49,46,38,4,44,12.8747569672062,6763,32910,4.86618364631081,4,3.87319133904916,3,53,50,43,4,44,15.0016111488854
TUN,Tunisia,TUN.20_1,Sousse,Sousa|Sussa|Susse|Susa|Sūsah,,Wilayat,Governorate,,TN.SS,3850,26763,6.95142857142857,4,9.538628466615,2,63,61,41,4,62,90.985433024118,3850,23761,6.17168831168831,3,9.38544761957218,2,62,60,39,3,60,88.0866270197331,3850,26044,6.76467532467532,3,10.2142604139348,2,61,59,26,3,60,104.331115803676,3850,30969,8.0438961038961,4,11.913667601938,2,63,61,2,4,62,141.935475729467,3850,32145,8.34935064935065,4,12.2593735499855,2,63,61,33,3,62,150.292239838085,3850,28401,7.37688311688312,3,11.7132419525205,2,63,61,27,3,62,137.200037038287,3850,26690,6.93246753246753,3,11.2885465637376,2,63,61,46,3,61,127.431283521673,3850,30117,7.8225974025974,4,11.9462849088589,2,63,61,32,3,62,142.71372312363,3850,38835,10.087012987013,5,13.0200230479313,3,63,60,45,4,60,169.521000168663,3850,38670,10.0441558441558,5,12.8993958733652,3,63,60,37,4,61,166.394413897791,3850,39785,10.3337662337662,5,13.1799740889091,3,63,60,40,4,61,173.711716984316,3850,28643,7.43974025974026,3,11.9407685338628,2,63,61,35,3,61,142.581953179288,3850,36982,9.60571428571428,5,12.8585458397586,3,63,60,41,3,60,165.342201113174,3850,32283,8.38519480519481,4,12.3249272920476,2,63,61,44,3,61,151.903832754259,3850,38210,9.92467532467533,5,12.9490926909171,2,63,61,41,4,62,167.679001517962,3850,40520,10.5246753246753,5,13.424170446151,3,63,60,39,4,61,180.208352167315,3850,38824,10.0841558441558,5,13.1835073423517,2,63,61,2,3,62,173.804865845842,3850,41206,10.7028571428571,5,13.9476020242315,2,63,61,47,3,62,194.535602226345,3850,55575,14.4350649350649,8,15.912800256673,3,63,60,3,4,61,253.217212008773,3850,45473,11.8111688311688,6,14.5471175324861,3,63,60,52,4,61,211.618628503965,3850,50354,13.078961038961,7,14.738323538949,3,63,60,56,4,61,217.218180738739,3850,50456,13.1054545454545,7,15.0327191676227,3,63,60,48,4,61,225.982645572611
TUN,Tunisia,TUN.21_1,Tataouine,Foum Tataouine|Tatahouine|Tatuine|Taţāwīn,,Wilayat,Governorate,,TN.TA,54331,177136,3.26031179253097,3,2.80006037765929,2,63,61,43,3,62,7.84033811853748,54331,148444,2.73221549391692,2,2.82736297561993,2,62,60,37,2,61,7.99398139590639,54331,144147,2.65312620787396,2,2.58983311894553,2,62,60,41,2,61,6.7072355839871,54331,176255,3.24409637223684,3,2.57009300084818,2,61,59,45,3,59,6.60537803300879,54331,169286,3.11582706005779,3,2.40829713558045,2,57,55,54,3,55,5.79989509324501,54331,125323,2.30665734111281,2,2.10655478498682,1,55,54,48,2,54,4.43757306215085,54331,121959,2.24474057168099,2,2.22119266825922,1,58,57,40,2,55,4.93369686952852,54331,128272,2.36093574570687,2,2.42524215814096,2,58,56,52,2,57,5.88179952562423,54331,194517,3.58022123649482,3,2.36300526622719,3,55,52,45,3,53,5.58379388821745,54331,182153,3.35265318142497,3,2.33720735893211,2,55,53,42,3,53,5.46253823864642,54331,180369,3.31981741547183,3,2.35613989389149,2,53,51,53,3,52,5.55139519958703,54331,120616,2.22002171872412,2,2.04956824157902,1,55,54,53,2,52,4.20072997688931,54331,173177,3.18744363254864,3,2.48716524285077,2,58,56,54,3,57,6.18599094524492,54331,132993,2.44782904787322,2,2.49583729355925,2,57,55,52,2,56,6.22920379592116,54331,183186,3.37166626787654,3,2.87663290974056,2,57,55,54,3,56,8.27501689740243,54331,188446,3.46848024148276,3,3.04237668399423,2,59,57,59,3,58,9.25605588731173,54331,186275,3.42852147024719,3,3.422152183358,2,59,57,57,3,58,11.7111255660619,54331,176457,3.2478143233145,3,3.41393559528471,2,59,57,55,3,58,11.654956248752,54331,235608,4.33652978962287,4,3.93997238604558,3,61,58,61,4,58,15.5233824028017,54331,204543,3.76475676869559,3,3.90001379542573,2,62,60,62,3,61,15.210107604511,54331,232026,4.27060057793893,4,3.69835864431792,3,62,59,62,4,60,13.6778566620011,54331,224193,4.12642874233863,4,3.76067207925076,2,62,60,2,3,61,14.1426544876562
TUN,Tunisia,TUN.22_1,Tozeur,Tawzar|Touzar|Tūzar,,Wilayat,Governorate,,TN.TO,8630,30551,3.54009269988412,3,3.50925985676123,2,59,57,31,3,48,12.3149047422759,8630,25638,2.97079953650058,2,3.33645619137145,2,57,55,30,2,48,11.1319399169409,8630,25159,2.91529548088065,2,3.62946422274817,2,60,58,33,2,53,13.173010544209,8630,31514,3.65168018539977,3,4.07056742889729,2,62,60,27,3,56,16.5695191931995,8630,31000,3.59212050984936,3,3.9330177380444,2,57,55,36,3,53,15.4686285277719,8630,24930,2.88876013904983,2,4.10797502834965,2,63,61,28,2,58,16.8754588335443,8630,23324,2.7026651216686,2,3.93815219656558,2,60,58,23,2,55,15.5090427233143,8630,24097,2.79223638470452,2,3.90169585849077,2,60,58,19,2,56,15.223230572164,8630,35018,4.0577056778679,3,4.35543190606229,3,62,59,39,3,56,18.9697870883454,8630,33821,3.91900347624565,3,4.20677023484698,3,60,57,33,3,55,17.6969158087945,8630,33534,3.88574739281576,3,4.35655028101613,2,60,58,35,3,57,18.9795303510217,8630,22583,2.61680185399768,2,3.70133175323807,1,60,59,29,2,57,13.6998567475284,8630,31790,3.68366164542294,3,4.24272803387274,2,62,60,28,3,59,18.0007411694096,8630,24351,2.82166859791425,2,3.79809899348773,2,59,57,28,2,53,14.4255559643325,8630,31357,3.63348783314021,3,3.89449089481612,2,59,57,46,3,53,15.1670593298056,8630,32835,3.80475086906141,3,4.18334175376333,2,61,59,35,3,57,17.5003482287797,8630,29787,3.45156431054461,3,4.02968782855132,2,60,58,35,3,57,16.2383839955746,8630,29207,3.38435689455388,3,4.07377060883863,2,60,58,34,3,54,16.5956069734374,8630,39567,4.58482039397451,4,4.94054349672792,3,62,59,40,4,57,24.4089700430605,8630,33554,3.88806488991889,3,4.72234733895801,2,62,60,36,3,59,22.3005643897638,8630,39770,4.60834298957126,4,5.11938808201434,3,63,60,44,4,59,26.2081343342704,8630,38348,4.44356894553882,3,5.1634469124928,2,63,61,48,3,61,26.6611840181314
TUN,Tunisia,TUN.23_1,Tunis,Tounis|Tunis City|Tūnus|Túnez|Túnis|Tunisi|Tūnis,,Wilayat,Governorate,,TN.TU,389,17384,44.6889460154242,56,20.488341563441,7,63,56,7,63,54,419.772140020225,389,17033,43.7866323907455,55,20.6275136655313,6,63,57,6,63,55,425.494320021679,389,17396,44.719794344473,55,19.7584681389216,6,63,57,27,61,54,390.397063196781,389,18582,47.7686375321337,59,19.059450852037,7,63,56,7,63,56,363.262666781213,389,18342,47.1516709511568,58,18.7472741061469,8,63,55,17,62,54,351.460286411007,389,17585,45.2056555269923,56,19.7420087349046,5,63,58,5,61,57,389.74690888905,389,17372,44.6580976863753,56,20.7823540306367,5,63,58,19,63,57,431.906239054722,389,18109,46.5526992287918,59,20.2047469330047,6,63,57,20,63,56,408.231798626761,389,19674,50.5758354755784,61,17.3263705915361,10,63,53,33,63,53,300.203117875248,389,19440,49.974293059126,60,17.2385160112137,9,63,54,9,63,55,297.166434268872,389,19932,51.2390745501285,61,16.2088526755023,10,63,53,10,63,52,262.726905056138,389,19326,49.681233933162,60,18.1316573985895,7,63,56,22,63,54,328.757000019826,389,20128,51.7429305912596,62,16.4713893148625,9,63,54,9,63,55,271.306665961765,389,18798,48.3239074550129,59,18.3943651020671,7,63,56,21,62,55,338.352667508143,389,18764,48.2365038560411,59,17.7729352634787,7,63,56,16,62,55,315.877227879805,389,19733,50.7275064267352,61,16.5203866951849,9,63,54,17,62,52,272.923176558442,389,20301,52.1876606683805,62,15.8747751251169,8,63,55,12,63,53,252.00848527303,389,20127,51.7403598971722,61,15.2909046297104,8,63,55,8,62,54,233.811764394898,389,22203,57.0771208226221,63,10.7636069650466,16,63,47,16,63,44,115.855234898,389,21163,54.4035989717224,62,14.4511974545372,10,63,53,13,63,51,208.837107870023,389,21509,55.293059125964,62,13.1444995934443,12,63,51,13,63,45,172.777869562057,389,21723,55.8431876606684,63,13.0635616821522,11,63,52,13,63,48,170.656643823394
TUN,Tunisia,TUN.24_1,Zaghouan,Tunis South|Zachouan|Zaguan|Zaghwān|Saghuan,,Wilayat,Governorate,,TN.ZA,4130,15436,3.73753026634383,3,2.10691716820677,2,31,29,15,3,27,4.43909995368441,4130,13712,3.32009685230024,3,2.13269441382834,2,30,28,22,3,26,4.5483854627746,4130,14328,3.46924939467312,3,2.63679471357386,2,35,33,23,3,30,6.95268636153107,4130,17447,4.22445520581114,3,3.44092060800014,2,46,44,30,3,40,11.8399346305601,4130,17250,4.17675544794189,3,3.50823895458538,2,45,43,26,3,40,12.3077405624703,4130,14357,3.47627118644068,3,2.64539320787641,1,37,36,1,3,32,6.99810522427863,4130,13944,3.37627118644068,2,3.53252869447729,2,44,42,24,2,38,12.4787589773054,4130,16244,3.93317191283293,3,3.50929431617877,2,39,37,27,3,33,12.3151465975647,4130,21846,5.28958837772397,4,4.37513479004376,3,47,44,29,4,42,19.1418044310513,4130,21821,5.28353510895884,4,3.87013712326624,3,41,38,29,4,37,14.9779613528835,4130,21763,5.26949152542373,4,4.0959158756129,3,44,41,25,4,40,16.7765268600978,4130,13468,3.26101694915254,2,2.6296237372888,2,27,25,24,2,26,6.91492099971272,4130,19539,4.73099273607748,4,3.46913519691506,2,37,35,25,3,34,12.0348990144749,4130,15414,3.73220338983051,3,2.52799420672555,2,27,25,21,3,25,6.39075470923794,4130,19128,4.63147699757869,4,3.2444069209705,2,33,31,30,3,31,10.5261762688413,4130,21387,5.17845036319613,4,3.90304661787289,3,40,37,33,4,37,15.233772901289,4130,20769,5.02881355932203,4,4.36016446772124,2,44,42,26,3,39,19.0110341855789,4130,19554,4.73462469733656,3,4.34429710690861,2,41,39,30,3,39,18.8729173530946,4130,29059,7.03607748184019,5,5.94562985695658,3,53,50,45,5,49,35.3505143959336,4130,23839,5.77215496368039,4,5.5787255398621,2,52,50,38,4,50,31.1221786491097,4130,27978,6.77433414043584,5,6.10516550669487,3,56,53,34,4,53,37.2730458641369,4130,27330,6.61743341404358,5,6.35875680347661,3,59,56,40,4,54,40.4337880857601
